session_id,user_id,session_date,session_start_time,session_end_time,utm_source,campaign_id,device_type,order_id
397062,C044272,1/1/2022,1/1/2022 14:04,1/1/2022 14:16,,,Mobile,
397156,C000745,1/1/2022,1/1/2022 14:06,1/1/2022 14:14,,,Desktop,
494588,C018128,1/1/2022,1/1/2022 14:28,1/1/2022 14:40,,,Mobile,
384297,C023633,1/1/2022,1/1/2022 14:29,1/1/2022 14:41,,,Tablet,
469239,C005667,1/1/2022,1/1/2022 14:34,1/1/2022 14:39,,,Desktop,
383956,C034394,1/1/2022,1/1/2022 14:41,1/1/2022 14:50,,,Tablet,
444504,C045281,1/1/2022,1/1/2022 14:43,1/1/2022 14:56,,,Desktop,
403041,C002424,1/1/2022,1/1/2022 14:47,1/1/2022 15:04,,,Mobile,
458755,C029196,1/1/2022,1/1/2022 15:06,1/1/2022 15:22,,,Desktop,
322618,C044462,1/1/2022,1/1/2022 15:21,1/1/2022 15:24,,,Tablet,
405815,C013462,1/1/2022,1/1/2022 15:26,1/1/2022 15:34,,,Tablet,
491127,C005282,1/1/2022,1/1/2022 15:28,1/1/2022 15:43,,,Tablet,
383937,C014880,1/1/2022,1/1/2022 15:31,1/1/2022 15:43,,,Desktop,
472259,C014430,1/1/2022,1/1/2022 15:59,1/1/2022 16:09,,,Mobile,
422848,C026882,1/1/2022,1/1/2022 16:12,1/1/2022 16:23,,,Desktop,
431752,C008031,1/1/2022,1/1/2022 16:16,1/1/2022 16:28,,,Tablet,
381601,C026256,1/1/2022,1/1/2022 16:43,1/1/2022 16:55,,,Tablet,
340909,C001405,1/1/2022,1/1/2022 16:43,1/1/2022 16:52,,,Desktop,
492646,C041951,1/1/2022,1/1/2022 16:53,1/1/2022 17:05,,,Desktop,
458347,C010910,1/1/2022,1/1/2022 17:04,1/1/2022 17:08,,,Tablet,
391876,C014858,1/1/2022,1/1/2022 17:07,1/1/2022 17:25,,,Desktop,
484068,C034110,1/1/2022,1/1/2022 17:12,1/1/2022 17:25,,,Tablet,
479104,C024970,1/1/2022,1/1/2022 17:13,1/1/2022 17:15,,,Desktop,
447713,C048561,1/1/2022,1/1/2022 17:14,1/1/2022 17:15,,,Mobile,
436893,C018839,1/1/2022,1/1/2022 17:35,1/1/2022 17:43,,,Desktop,
479667,C003038,1/1/2022,1/1/2022 17:44,1/1/2022 17:49,,,Tablet,
313082,C015092,1/1/2022,1/1/2022 17:52,1/1/2022 17:57,,,Mobile,
438160,C041409,1/1/2022,1/1/2022 18:00,1/1/2022 18:12,,,Tablet,
338430,C014403,1/1/2022,1/1/2022 18:07,1/1/2022 18:18,,,Mobile,
490780,C051825,1/1/2022,1/1/2022 18:18,1/1/2022 18:29,,,Mobile,
340479,C046438,1/1/2022,1/1/2022 18:41,1/1/2022 18:52,,,Mobile,
439538,C041137,1/1/2022,1/1/2022 18:42,1/1/2022 18:49,,,Desktop,
478870,C034723,1/1/2022,1/1/2022 18:42,1/1/2022 18:53,,,Tablet,
370746,C012971,1/1/2022,1/1/2022 18:48,1/1/2022 19:02,,,Mobile,
395613,C029717,1/1/2022,1/1/2022 18:48,1/1/2022 19:00,,,Desktop,
366687,C004399,1/1/2022,1/1/2022 19:00,1/1/2022 19:14,,,Tablet,
428245,C003280,1/1/2022,1/1/2022 19:01,1/1/2022 19:13,,,Desktop,
443797,C006269,1/1/2022,1/1/2022 19:28,1/1/2022 19:44,,,Mobile,
462941,C023375,1/1/2022,1/1/2022 19:35,1/1/2022 19:45,,,Mobile,
408106,C013289,1/1/2022,1/1/2022 19:39,1/1/2022 19:46,,,Desktop,
345324,C009645,1/1/2022,1/1/2022 20:12,1/1/2022 20:27,,,Desktop,
430265,C025011,1/1/2022,1/1/2022 20:20,1/1/2022 20:29,,,Tablet,
359914,C016278,1/1/2022,1/1/2022 20:21,1/1/2022 20:31,,,Tablet,
469235,C041244,1/1/2022,1/1/2022 20:21,1/1/2022 20:27,,,Tablet,
435370,C036106,1/1/2022,1/1/2022 20:37,1/1/2022 20:53,,,Tablet,
361693,C013968,1/1/2022,1/1/2022 20:38,1/1/2022 20:47,,,Tablet,
471359,C028791,1/1/2022,1/1/2022 20:57,1/1/2022 21:11,,,Tablet,
491621,C026867,1/1/2022,1/1/2022 21:00,1/1/2022 21:10,,,Mobile,
405618,C013275,1/1/2022,1/1/2022 21:05,1/1/2022 21:12,,,Tablet,
338531,C003874,1/1/2022,1/1/2022 21:12,1/1/2022 21:15,,,Tablet,
333757,C037674,1/1/2022,1/1/2022 21:27,1/1/2022 21:41,,,Tablet,
435700,C005650,1/1/2022,1/1/2022 21:29,1/1/2022 21:41,,,Desktop,
325207,C021471,1/1/2022,1/1/2022 21:34,1/1/2022 21:37,,,Desktop,
398229,C032833,1/1/2022,1/1/2022 21:37,1/1/2022 21:47,,,Mobile,
368073,C059315,1/1/2022,1/1/2022 21:37,1/1/2022 21:48,,,Mobile,
491326,C001116,1/1/2022,1/1/2022 22:01,1/1/2022 22:11,,,Desktop,
469599,C020851,1/1/2022,1/1/2022 22:05,1/1/2022 22:17,,,Mobile,
339987,C004248,1/1/2022,1/1/2022 22:10,1/1/2022 22:23,,,Mobile,
456138,C015240,1/1/2022,1/1/2022 22:15,1/1/2022 22:28,,,Desktop,
460538,C006131,1/1/2022,1/1/2022 22:26,1/1/2022 22:36,,,Mobile,
332010,C002251,1/1/2022,1/1/2022 22:46,1/1/2022 22:53,,,Desktop,
475799,C007450,1/1/2022,1/1/2022 23:00,1/1/2022 23:18,,,Desktop,
319008,C013828,1/1/2022,1/1/2022 23:12,1/1/2022 23:22,,,Desktop,
402701,C021822,1/1/2022,1/1/2022 23:25,1/1/2022 23:34,,,Mobile,
394216,C007054,1/1/2022,1/1/2022 23:53,1/2/2022 0:03,,,Mobile,
428048,C021467,1/2/2022,1/2/2022 0:01,1/2/2022 0:14,,,Tablet,
416520,C039224,1/2/2022,1/2/2022 0:10,1/2/2022 0:26,,,Tablet,
356476,C019715,1/2/2022,1/2/2022 0:32,1/2/2022 0:45,,,Mobile,
477098,C028978,1/2/2022,1/2/2022 0:35,1/2/2022 0:51,,,Mobile,
388479,C016994,1/2/2022,1/2/2022 1:07,1/2/2022 1:20,,,Mobile,
312775,C012964,1/2/2022,1/2/2022 1:08,1/2/2022 1:18,,,Desktop,
380687,C013245,1/2/2022,1/2/2022 1:16,1/2/2022 1:25,,,Mobile,
415853,C003260,1/2/2022,1/2/2022 1:17,1/2/2022 1:30,,,Tablet,
431151,C039638,1/2/2022,1/2/2022 1:21,1/2/2022 1:32,,,Mobile,
425641,C047340,1/2/2022,1/2/2022 1:36,1/2/2022 1:44,,,Tablet,
451068,C043838,1/2/2022,1/2/2022 1:52,1/2/2022 2:04,,,Desktop,
435372,C035455,1/2/2022,1/2/2022 2:14,1/2/2022 2:26,,,Desktop,
465837,C003703,1/2/2022,1/2/2022 2:15,1/2/2022 2:28,,,Tablet,
324756,C023903,1/2/2022,1/2/2022 2:25,1/2/2022 2:28,,,Tablet,
344729,C013333,1/2/2022,1/2/2022 2:25,1/2/2022 2:42,,,Tablet,
388309,C000945,1/2/2022,1/2/2022 2:25,1/2/2022 2:36,,,Desktop,
335615,C008441,1/2/2022,1/2/2022 2:33,1/2/2022 2:47,,,Mobile,
301426,C048147,1/2/2022,1/2/2022 3:03,1/2/2022 3:05,,,Mobile,
497272,C028113,1/2/2022,1/2/2022 3:04,1/2/2022 3:06,,,Desktop,
326555,C014727,1/2/2022,1/2/2022 3:10,1/2/2022 3:15,,,Mobile,
465398,C030643,1/2/2022,1/2/2022 3:16,1/2/2022 3:29,,,Desktop,
418003,C055037,1/2/2022,1/2/2022 3:42,1/2/2022 3:50,,,Tablet,
319829,C017818,1/2/2022,1/2/2022 3:42,1/2/2022 3:56,,,Mobile,
465334,C033457,1/2/2022,1/2/2022 3:45,1/2/2022 3:55,,,Mobile,
421698,C000818,1/2/2022,1/2/2022 3:46,1/2/2022 3:51,,,Mobile,
332292,C002170,1/2/2022,1/2/2022 3:51,1/2/2022 4:03,,,Desktop,
465274,C021923,1/2/2022,1/2/2022 3:59,1/2/2022 4:05,,,Desktop,
374681,C019713,1/2/2022,1/2/2022 4:00,1/2/2022 4:10,,,Mobile,
374816,C005516,1/2/2022,1/2/2022 4:07,1/2/2022 4:15,,,Tablet,
341443,C032469,1/2/2022,1/2/2022 4:12,1/2/2022 4:24,,,Mobile,
419932,C017914,1/2/2022,1/2/2022 4:26,1/2/2022 4:37,,,Mobile,
384126,C003116,1/2/2022,1/2/2022 4:31,1/2/2022 4:36,,,Desktop,
365862,C002142,1/2/2022,1/2/2022 4:39,1/2/2022 4:48,,,Tablet,
358467,C037582,1/2/2022,1/2/2022 4:42,1/2/2022 4:53,,,Desktop,
431701,C057606,1/2/2022,1/2/2022 4:46,1/2/2022 4:55,,,Mobile,
318770,C023659,1/2/2022,1/2/2022 5:03,1/2/2022 5:08,,,Tablet,
361729,C004012,1/2/2022,1/2/2022 5:13,1/2/2022 5:23,,,Tablet,
302819,C003868,1/2/2022,1/2/2022 5:14,1/2/2022 5:26,,,Tablet,
374935,C001551,1/2/2022,1/2/2022 5:25,1/2/2022 5:39,,,Mobile,
380634,C021679,1/2/2022,1/2/2022 5:35,1/2/2022 5:37,,,Tablet,
437363,C020650,1/2/2022,1/2/2022 5:43,1/2/2022 5:52,,,Tablet,
313941,C020107,1/2/2022,1/2/2022 5:52,1/2/2022 5:56,,,Tablet,
465920,C036542,1/2/2022,1/2/2022 5:59,1/2/2022 6:12,,,Mobile,
313725,C023153,1/2/2022,1/2/2022 6:03,1/2/2022 6:13,,,Desktop,
311520,C023403,1/2/2022,1/2/2022 6:07,1/2/2022 6:22,,,Mobile,
445829,C004148,1/2/2022,1/2/2022 6:07,1/2/2022 6:21,,,Tablet,
378873,C003000,1/2/2022,1/2/2022 6:09,1/2/2022 6:22,,,Desktop,
390696,C028080,1/2/2022,1/2/2022 6:16,1/2/2022 6:17,,,Desktop,
499669,C042476,1/2/2022,1/2/2022 6:25,1/2/2022 6:38,,,Desktop,
374653,C046728,1/2/2022,1/2/2022 6:32,1/2/2022 6:43,,,Mobile,
300881,C046086,1/2/2022,1/2/2022 6:41,1/2/2022 6:42,,,Desktop,
386885,C022948,1/2/2022,1/2/2022 6:41,1/2/2022 6:54,,,Mobile,
405491,C006913,1/2/2022,1/2/2022 6:45,1/2/2022 6:57,,,Mobile,
385422,C019715,1/2/2022,1/2/2022 7:01,1/2/2022 7:18,,,Tablet,
333166,C029257,1/2/2022,1/2/2022 7:15,1/2/2022 7:26,,,Tablet,
434560,C007944,1/2/2022,1/2/2022 7:30,1/2/2022 7:37,,,Desktop,
475247,C010872,1/2/2022,1/2/2022 7:31,1/2/2022 7:43,,,Mobile,
383842,C012096,1/2/2022,1/2/2022 7:51,1/2/2022 8:02,,,Mobile,
468953,C029412,1/2/2022,1/2/2022 7:51,1/2/2022 8:01,,,Tablet,
347961,C021083,1/2/2022,1/2/2022 7:54,1/2/2022 8:03,,,Tablet,
457442,C000849,1/2/2022,1/2/2022 7:56,1/2/2022 8:09,,,Tablet,
335999,C021349,1/2/2022,1/2/2022 8:14,1/2/2022 8:26,,,Desktop,
477054,C005230,1/2/2022,1/2/2022 8:32,1/2/2022 8:37,,,Tablet,
322669,C006886,1/2/2022,1/2/2022 8:34,1/2/2022 8:51,,,Mobile,
454715,C012170,1/2/2022,1/2/2022 8:36,1/2/2022 8:48,,,Tablet,
316471,C039545,1/2/2022,1/2/2022 8:42,1/2/2022 8:58,,,Desktop,
333240,C012823,1/2/2022,1/2/2022 9:21,1/2/2022 9:32,,,Tablet,
351794,C005369,1/2/2022,1/2/2022 9:21,1/2/2022 9:31,,,Mobile,
477162,C007457,1/2/2022,1/2/2022 9:32,1/2/2022 9:50,,,Mobile,
403831,C057967,1/2/2022,1/2/2022 9:35,1/2/2022 9:39,,,Mobile,
413537,C004196,1/2/2022,1/2/2022 9:46,1/2/2022 9:55,,,Desktop,
465549,C024751,1/2/2022,1/2/2022 9:55,1/2/2022 9:59,,,Desktop,
479464,C015914,1/2/2022,1/2/2022 9:57,1/2/2022 10:05,,,Mobile,
426098,C006109,1/2/2022,1/2/2022 9:58,1/2/2022 10:05,,,Mobile,
483319,C021557,1/2/2022,1/2/2022 10:01,1/2/2022 10:10,,,Mobile,
483022,C015452,1/2/2022,1/2/2022 10:15,1/2/2022 10:21,,,Mobile,
426904,C009769,1/2/2022,1/2/2022 10:33,1/2/2022 10:44,,,Mobile,
429512,C020382,1/2/2022,1/2/2022 10:40,1/2/2022 10:53,,,Desktop,
455375,C028660,1/2/2022,1/2/2022 10:52,1/2/2022 10:54,,,Mobile,
349839,C000190,1/2/2022,1/2/2022 10:53,1/2/2022 11:04,,,Mobile,
318001,C030595,1/2/2022,1/2/2022 11:09,1/2/2022 11:18,,,Tablet,
484296,C014475,1/2/2022,1/2/2022 11:13,1/2/2022 11:27,,,Mobile,
319658,C023025,1/2/2022,1/2/2022 11:16,1/2/2022 11:30,,,Tablet,
308260,C040518,1/2/2022,1/2/2022 11:42,1/2/2022 11:48,,,Desktop,
390412,C050196,1/2/2022,1/2/2022 11:46,1/2/2022 11:55,,,Tablet,
477270,C024279,1/2/2022,1/2/2022 11:47,1/2/2022 11:58,,,Desktop,
466383,C051592,1/2/2022,1/2/2022 11:48,1/2/2022 11:56,,,Desktop,
329709,C049284,1/2/2022,1/2/2022 11:52,1/2/2022 12:05,,,Mobile,
363923,C003928,1/2/2022,1/2/2022 12:11,1/2/2022 12:21,,,Desktop,
350504,C039729,1/2/2022,1/2/2022 12:13,1/2/2022 12:26,,,Tablet,
347614,C035292,1/2/2022,1/2/2022 12:15,1/2/2022 12:22,,,Tablet,
490392,C001094,1/2/2022,1/2/2022 12:53,1/2/2022 13:08,,,Mobile,
380274,C009889,1/2/2022,1/2/2022 12:55,1/2/2022 13:00,,,Mobile,
380173,C020530,1/2/2022,1/2/2022 12:57,1/2/2022 13:09,,,Mobile,
496600,C024934,1/2/2022,1/2/2022 12:59,1/2/2022 13:08,,,Mobile,
346771,C002986,1/2/2022,1/2/2022 13:01,1/2/2022 13:03,,,Mobile,
427617,C022879,1/2/2022,1/2/2022 13:01,1/2/2022 13:11,,,Desktop,
363704,C008178,1/2/2022,1/2/2022 13:12,1/2/2022 13:16,,,Desktop,
413531,C029614,1/2/2022,1/2/2022 13:13,1/2/2022 13:26,,,Tablet,
439096,C058380,1/2/2022,1/2/2022 13:23,1/2/2022 13:30,,,Desktop,
414161,C007729,1/2/2022,1/2/2022 13:25,1/2/2022 13:30,,,Tablet,
498706,C043291,1/2/2022,1/2/2022 13:29,1/2/2022 13:41,,,Tablet,
481879,C005490,1/2/2022,1/2/2022 13:37,1/2/2022 13:44,,,Desktop,
455245,C008358,1/2/2022,1/2/2022 14:07,1/2/2022 14:10,,,Tablet,
404233,C001060,1/2/2022,1/2/2022 14:09,1/2/2022 14:25,,,Tablet,
437297,C009282,1/2/2022,1/2/2022 14:25,1/2/2022 14:34,,,Mobile,
393851,C003388,1/2/2022,1/2/2022 14:34,1/2/2022 14:49,,,Tablet,
321760,C001994,1/2/2022,1/2/2022 14:35,1/2/2022 14:43,,,Mobile,
466413,C003724,1/2/2022,1/2/2022 14:54,1/2/2022 15:03,,,Desktop,
445762,C014067,1/2/2022,1/2/2022 15:28,1/2/2022 15:29,,,Desktop,
388647,C049809,1/2/2022,1/2/2022 15:47,1/2/2022 15:55,,,Tablet,
374993,C032393,1/2/2022,1/2/2022 15:48,1/2/2022 16:03,,,Tablet,
330612,C043781,1/2/2022,1/2/2022 16:50,1/2/2022 17:01,,,Desktop,
305664,C000038,1/2/2022,1/2/2022 16:50,1/2/2022 17:00,,,Desktop,
384557,C045950,1/2/2022,1/2/2022 16:56,1/2/2022 17:04,,,Mobile,
313373,C004554,1/2/2022,1/2/2022 17:08,1/2/2022 17:22,,,Mobile,
350565,C022056,1/2/2022,1/2/2022 17:10,1/2/2022 17:19,,,Mobile,
378665,C010281,1/2/2022,1/2/2022 17:20,1/2/2022 17:33,,,Desktop,
443480,C025203,1/2/2022,1/2/2022 17:29,1/2/2022 17:37,,,Desktop,
312588,C019904,1/2/2022,1/2/2022 18:01,1/2/2022 18:03,,,Tablet,
464713,C027318,1/2/2022,1/2/2022 18:13,1/2/2022 18:26,,,Mobile,
430282,C011696,1/2/2022,1/2/2022 18:30,1/2/2022 18:35,,,Mobile,
418580,C015564,1/2/2022,1/2/2022 19:10,1/2/2022 19:21,,,Tablet,
495085,C019248,1/2/2022,1/2/2022 19:14,1/2/2022 19:24,,,Tablet,
340737,C012864,1/2/2022,1/2/2022 19:21,1/2/2022 19:33,,,Desktop,
496611,C007381,1/2/2022,1/2/2022 19:27,1/2/2022 19:39,,,Desktop,
446622,C018350,1/2/2022,1/2/2022 19:30,1/2/2022 19:41,,,Desktop,
422096,C001394,1/2/2022,1/2/2022 19:58,1/2/2022 20:11,,,Tablet,
395951,C022615,1/2/2022,1/2/2022 20:30,1/2/2022 20:40,,,Tablet,
424275,C021267,1/2/2022,1/2/2022 20:46,1/2/2022 20:48,,,Tablet,
347718,C044239,1/2/2022,1/2/2022 20:50,1/2/2022 20:59,,,Mobile,
447346,C033245,1/2/2022,1/2/2022 21:42,1/2/2022 21:57,,,Mobile,
483560,C020535,1/2/2022,1/2/2022 22:06,1/2/2022 22:15,,,Desktop,
308734,C039620,1/2/2022,1/2/2022 22:14,1/2/2022 22:16,,,Tablet,
339400,C017564,1/2/2022,1/2/2022 22:38,1/2/2022 22:49,,,Mobile,
354814,C048166,1/2/2022,1/2/2022 22:47,1/2/2022 22:56,,,Mobile,
349243,C035434,1/2/2022,1/2/2022 22:57,1/2/2022 23:09,,,Desktop,
359516,C016148,1/2/2022,1/2/2022 23:01,1/2/2022 23:11,,,Desktop,
361040,C038161,1/2/2022,1/2/2022 23:03,1/2/2022 23:14,,,Tablet,
401511,C018830,1/2/2022,1/2/2022 23:35,1/2/2022 23:50,,,Mobile,
328618,C002696,1/2/2022,1/2/2022 23:35,1/2/2022 23:44,,,Desktop,
398812,C017599,1/3/2022,1/3/2022 0:27,1/3/2022 0:32,,,Mobile,
307007,C001126,1/3/2022,1/3/2022 0:29,1/3/2022 0:43,,,Mobile,
356680,C005638,1/3/2022,1/3/2022 0:37,1/3/2022 0:45,,,Desktop,
490257,C046450,1/3/2022,1/3/2022 0:49,1/3/2022 0:58,,,Desktop,
351005,C020589,1/3/2022,1/3/2022 1:16,1/3/2022 1:29,,,Desktop,
421060,C013967,1/3/2022,1/3/2022 1:55,1/3/2022 2:06,,,Desktop,
345389,C008693,1/3/2022,1/3/2022 2:09,1/3/2022 2:19,,,Tablet,
467864,C032275,1/3/2022,1/3/2022 2:28,1/3/2022 2:37,,,Tablet,
480350,C001197,1/3/2022,1/3/2022 2:33,1/3/2022 2:43,,,Tablet,
468345,C045201,1/3/2022,1/3/2022 2:38,1/3/2022 2:49,,,Mobile,
488461,C054791,1/3/2022,1/3/2022 2:38,1/3/2022 2:49,,,Desktop,
435712,C007674,1/3/2022,1/3/2022 2:44,1/3/2022 2:49,,,Mobile,
430874,C000899,1/3/2022,1/3/2022 3:04,1/3/2022 3:13,,,Mobile,
328960,C001204,1/3/2022,1/3/2022 3:50,1/3/2022 4:04,,,Desktop,
467153,C014998,1/3/2022,1/3/2022 3:57,1/3/2022 4:08,,,Tablet,
447607,C038890,1/3/2022,1/3/2022 4:00,1/3/2022 4:06,,,Tablet,
484959,C041681,1/3/2022,1/3/2022 4:03,1/3/2022 4:11,,,Tablet,
405067,C009312,1/3/2022,1/3/2022 4:12,1/3/2022 4:24,,,Mobile,
357189,C023228,1/3/2022,1/3/2022 4:12,1/3/2022 4:24,,,Mobile,
412886,C046844,1/3/2022,1/3/2022 4:18,1/3/2022 4:26,,,Mobile,
446062,C032056,1/3/2022,1/3/2022 4:23,1/3/2022 4:34,,,Desktop,
343826,C007457,1/3/2022,1/3/2022 5:05,1/3/2022 5:13,,,Desktop,
320930,C005667,1/3/2022,1/3/2022 5:50,1/3/2022 6:01,,,Mobile,
387790,C003179,1/3/2022,1/3/2022 6:07,1/3/2022 6:17,,,Desktop,
428099,C031383,1/3/2022,1/3/2022 6:42,1/3/2022 6:55,,,Tablet,
325947,C044037,1/3/2022,1/3/2022 6:51,1/3/2022 6:58,,,Tablet,
