activity_id,session_id,page_url,session_start_time,session_end_time
46,7,/billing,1/8/2022 21:25,1/8/2022 21:29
47,7,/thank-you-for-your-order,1/8/2022 21:29,1/8/2022 21:33
48,8,/home,1/9/2022 20:44,1/9/2022 20:46
49,8,/products,1/9/2022 20:46,1/9/2022 20:50
50,8,/products,1/9/2022 20:50,1/9/2022 20:51
51,8,/products,1/9/2022 20:51,1/9/2022 20:53
52,8,/products,1/9/2022 20:53,1/9/2022 20:54
53,8,/cart,1/9/2022 20:54,1/9/2022 20:57
54,8,/checkout,1/9/2022 20:57,1/9/2022 21:01
55,8,/billing,1/9/2022 21:01,1/9/2022 21:04
56,8,/thank-you-for-your-order,1/9/2022 21:04,1/9/2022 21:05
57,9,/home,1/9/2022 18:56,1/9/2022 18:59
58,9,/products,1/9/2022 18:59,1/9/2022 19:02
59,9,/cart,1/9/2022 19:02,1/9/2022 19:06
60,9,/checkout,1/9/2022 19:06,1/9/2022 19:10
61,9,/billing,1/9/2022 19:10,1/9/2022 19:15
62,9,/thank-you-for-your-order,1/9/2022 19:15,1/9/2022 19:16
63,10,/home,1/10/2022 4:15,1/10/2022 4:18
64,10,/products,1/10/2022 4:18,1/10/2022 4:22
65,10,/cart,1/10/2022 4:22,1/10/2022 4:26
66,10,/checkout,1/10/2022 4:26,1/10/2022 4:30
67,10,/billing,1/10/2022 4:30,1/10/2022 4:32
68,10,/thank-you-for-your-order,1/10/2022 4:32,1/10/2022 4:34
69,11,/home,1/10/2022 15:05,1/10/2022 15:06
70,11,/products,1/10/2022 15:06,1/10/2022 15:08
71,11,/products,1/10/2022 15:08,1/10/2022 15:09
72,11,/products,1/10/2022 15:09,1/10/2022 15:11
73,11,/cart,1/10/2022 15:11,1/10/2022 15:15
74,11,/checkout,1/10/2022 15:15,1/10/2022 15:16
75,11,/billing,1/10/2022 15:16,1/10/2022 15:20
76,11,/thank-you-for-your-order,1/10/2022 15:20,1/10/2022 15:24
77,12,/home,1/11/2022 14:33,1/11/2022 14:33
78,12,/products,1/11/2022 14:33,1/11/2022 14:35
79,12,/cart,1/11/2022 14:35,1/11/2022 14:38
80,12,/checkout,1/11/2022 14:38,1/11/2022 14:41
81,12,/billing,1/11/2022 14:41,1/11/2022 14:42
82,12,/thank-you-for-your-order,1/11/2022 14:42,1/11/2022 14:45
83,13,/home,1/11/2022 5:29,1/11/2022 5:31
84,13,/products,1/11/2022 5:31,1/11/2022 5:36
85,13,/cart,1/11/2022 5:36,1/11/2022 5:38
86,13,/checkout,1/11/2022 5:38,1/11/2022 5:43
87,13,/billing,1/11/2022 5:43,1/11/2022 5:44
88,13,/thank-you-for-your-order,1/11/2022 5:44,1/11/2022 5:47
89,14,/home,1/11/2022 16:38,1/11/2022 16:40
90,14,/products,1/11/2022 16:40,1/11/2022 16:43
91,14,/cart,1/11/2022 16:43,1/11/2022 16:45
92,14,/checkout,1/11/2022 16:45,1/11/2022 16:46
93,14,/billing,1/11/2022 16:46,1/11/2022 16:49
94,14,/thank-you-for-your-order,1/11/2022 16:49,1/11/2022 16:53
95,15,/home,1/12/2022 3:59,1/12/2022 4:02
96,15,/products,1/12/2022 4:02,1/12/2022 4:05
97,15,/products,1/12/2022 4:05,1/12/2022 4:06
98,15,/cart,1/12/2022 4:06,1/12/2022 4:08
99,15,/checkout,1/12/2022 4:08,1/12/2022 4:09
100,15,/billing,1/12/2022 4:09,1/12/2022 4:10
101,15,/thank-you-for-your-order,1/12/2022 4:10,1/12/2022 4:15
102,16,/home,1/12/2022 17:49,1/12/2022 17:50
103,16,/products,1/12/2022 17:50,1/12/2022 17:55
104,16,/cart,1/12/2022 17:55,1/12/2022 17:57
105,16,/checkout,1/12/2022 17:57,1/12/2022 17:59
106,16,/billing,1/12/2022 17:59,1/12/2022 18:04
107,16,/thank-you-for-your-order,1/12/2022 18:04,1/12/2022 18:09
108,17,/home,1/13/2022 17:48,1/13/2022 17:50
109,17,/products,1/13/2022 17:50,1/13/2022 17:54
110,17,/cart,1/13/2022 17:54,1/13/2022 17:58
111,17,/checkout,1/13/2022 17:58,1/13/2022 18:01
112,17,/billing,1/13/2022 18:01,1/13/2022 18:05
113,17,/thank-you-for-your-order,1/13/2022 18:05,1/13/2022 18:10
114,18,/home,1/14/2022 3:15,1/14/2022 3:16
115,18,/products,1/14/2022 3:16,1/14/2022 3:19
116,18,/cart,1/14/2022 3:19,1/14/2022 3:20
117,18,/checkout,1/14/2022 3:20,1/14/2022 3:22
118,18,/billing,1/14/2022 3:22,1/14/2022 3:25
119,18,/thank-you-for-your-order,1/14/2022 3:25,1/14/2022 3:25
120,19,/home,1/14/2022 22:40,1/14/2022 22:42
121,19,/products,1/14/2022 22:42,1/14/2022 22:43
122,19,/cart,1/14/2022 22:43,1/14/2022 22:44
123,19,/checkout,1/14/2022 22:44,1/14/2022 22:47
124,19,/billing,1/14/2022 22:47,1/14/2022 22:48
125,19,/thank-you-for-your-order,1/14/2022 22:48,1/14/2022 22:53
126,20,/home,1/14/2022 8:42,1/14/2022 8:44
127,20,/products,1/14/2022 8:44,1/14/2022 8:46
128,20,/cart,1/14/2022 8:46,1/14/2022 8:50
129,20,/checkout,1/14/2022 8:50,1/14/2022 8:53
130,20,/billing,1/14/2022 8:53,1/14/2022 8:58
131,20,/thank-you-for-your-order,1/14/2022 8:58,1/14/2022 9:02
132,21,/home,1/14/2022 3:06,1/14/2022 3:10
133,21,/products,1/14/2022 3:10,1/14/2022 3:14
134,21,/cart,1/14/2022 3:14,1/14/2022 3:18
135,21,/checkout,1/14/2022 3:18,1/14/2022 3:22
136,21,/billing,1/14/2022 3:22,1/14/2022 3:26
137,21,/thank-you-for-your-order,1/14/2022 3:26,1/14/2022 3:27
138,22,/home,1/14/2022 20:41,1/14/2022 20:42
139,22,/products,1/14/2022 20:42,1/14/2022 20:46
140,22,/cart,1/14/2022 20:46,1/14/2022 20:49
141,22,/checkout,1/14/2022 20:49,1/14/2022 20:50
142,22,/billing,1/14/2022 20:50,1/14/2022 20:53
143,22,/thank-you-for-your-order,1/14/2022 20:53,1/14/2022 20:55
144,23,/home,1/16/2022 17:28,1/16/2022 17:32
145,23,/products,1/16/2022 17:32,1/16/2022 17:34
146,23,/cart,1/16/2022 17:34,1/16/2022 17:37
147,23,/checkout,1/16/2022 17:37,1/16/2022 17:41
148,23,/billing,1/16/2022 17:41,1/16/2022 17:44
149,23,/thank-you-for-your-order,1/16/2022 17:44,1/16/2022 17:45
150,24,/home,1/16/2022 17:06,1/16/2022 17:06
151,24,/products,1/16/2022 17:06,1/16/2022 17:07
152,24,/cart,1/16/2022 17:07,1/16/2022 17:10
153,24,/checkout,1/16/2022 17:10,1/16/2022 17:12
154,24,/billing,1/16/2022 17:12,1/16/2022 17:16
155,24,/thank-you-for-your-order,1/16/2022 17:16,1/16/2022 17:20
156,25,/home,1/16/2022 6:55,1/16/2022 6:56
157,25,/products,1/16/2022 6:56,1/16/2022 6:58
158,25,/products,1/16/2022 6:58,1/16/2022 7:02
159,25,/cart,1/16/2022 7:02,1/16/2022 7:02
160,25,/checkout,1/16/2022 7:02,1/16/2022 7:06
161,25,/billing,1/16/2022 7:06,1/16/2022 7:09
162,25,/thank-you-for-your-order,1/16/2022 7:09,1/16/2022 7:13
163,26,/home,1/16/2022 13:44,1/16/2022 13:49
164,26,/products,1/16/2022 13:49,1/16/2022 13:51
165,26,/cart,1/16/2022 13:51,1/16/2022 13:53
166,26,/checkout,1/16/2022 13:53,1/16/2022 13:56
167,26,/billing,1/16/2022 13:56,1/16/2022 13:58
168,26,/thank-you-for-your-order,1/16/2022 13:58,1/16/2022 13:59
169,27,/home,1/16/2022 23:34,1/16/2022 23:37
170,27,/products,1/16/2022 23:37,1/16/2022 23:38
171,27,/cart,1/16/2022 23:38,1/16/2022 23:39
172,27,/checkout,1/16/2022 23:39,1/16/2022 23:43
173,27,/billing,1/16/2022 23:43,1/16/2022 23:48
174,27,/thank-you-for-your-order,1/16/2022 23:48,1/16/2022 23:50
175,28,/home,1/16/2022 16:05,1/16/2022 16:07
176,28,/products,1/16/2022 16:07,1/16/2022 16:09
177,28,/products,1/16/2022 16:09,1/16/2022 16:10
178,28,/cart,1/16/2022 16:10,1/16/2022 16:12
179,28,/checkout,1/16/2022 16:12,1/16/2022 16:16
180,28,/billing,1/16/2022 16:16,1/16/2022 16:18
181,28,/thank-you-for-your-order,1/16/2022 16:18,1/16/2022 16:20
182,29,/home,1/17/2022 19:02,1/17/2022 19:03
183,29,/products,1/17/2022 19:03,1/17/2022 19:07
184,29,/cart,1/17/2022 19:07,1/17/2022 19:12
185,29,/checkout,1/17/2022 19:12,1/17/2022 19:16
186,29,/billing,1/17/2022 19:16,1/17/2022 19:18
187,29,/thank-you-for-your-order,1/17/2022 19:18,1/17/2022 19:20
188,30,/home,1/17/2022 22:20,1/17/2022 22:23
189,30,/products,1/17/2022 22:23,1/17/2022 22:26
190,30,/products,1/17/2022 22:26,1/17/2022 22:28
191,30,/cart,1/17/2022 22:28,1/17/2022 22:31
192,30,/checkout,1/17/2022 22:31,1/17/2022 22:35
193,30,/billing,1/17/2022 22:35,1/17/2022 22:39
194,30,/thank-you-for-your-order,1/17/2022 22:39,1/17/2022 22:40
195,31,/home,1/17/2022 14:39,1/17/2022 14:40
196,31,/products,1/17/2022 14:40,1/17/2022 14:42
197,31,/cart,1/17/2022 14:42,1/17/2022 14:44
198,31,/checkout,1/17/2022 14:44,1/17/2022 14:49
199,31,/billing,1/17/2022 14:49,1/17/2022 14:51
200,31,/thank-you-for-your-order,1/17/2022 14:51,1/17/2022 14:53
201,32,/home,1/17/2022 2:56,1/17/2022 2:59
202,32,/products,1/17/2022 2:59,1/17/2022 3:02
203,32,/cart,1/17/2022 3:02,1/17/2022 3:04
204,32,/checkout,1/17/2022 3:04,1/17/2022 3:08
205,32,/billing,1/17/2022 3:08,1/17/2022 3:11
206,32,/thank-you-for-your-order,1/17/2022 3:11,1/17/2022 3:16
207,33,/home,1/18/2022 21:52,1/18/2022 21:55
208,33,/products,1/18/2022 21:55,1/18/2022 21:57
209,33,/cart,1/18/2022 21:57,1/18/2022 21:58
210,33,/checkout,1/18/2022 21:58,1/18/2022 22:01
211,33,/billing,1/18/2022 22:01,1/18/2022 22:02
212,33,/thank-you-for-your-order,1/18/2022 22:02,1/18/2022 22:04
213,34,/home,1/19/2022 17:09,1/19/2022 17:12
214,34,/products,1/19/2022 17:12,1/19/2022 17:14
215,34,/cart,1/19/2022 17:14,1/19/2022 17:17
216,34,/checkout,1/19/2022 17:17,1/19/2022 17:20
217,34,/billing,1/19/2022 17:20,1/19/2022 17:22
218,34,/thank-you-for-your-order,1/19/2022 17:22,1/19/2022 17:27
219,35,/home,1/19/2022 8:57,1/19/2022 8:58
220,35,/products,1/19/2022 8:58,1/19/2022 9:00
221,35,/products,1/19/2022 9:00,1/19/2022 9:04
222,35,/cart,1/19/2022 9:04,1/19/2022 9:07
223,35,/checkout,1/19/2022 9:07,1/19/2022 9:08
224,35,/billing,1/19/2022 9:08,1/19/2022 9:08
225,35,/thank-you-for-your-order,1/19/2022 9:08,1/19/2022 9:11
226,36,/home,1/19/2022 20:16,1/19/2022 20:20
227,36,/products,1/19/2022 20:20,1/19/2022 20:24
228,36,/cart,1/19/2022 20:24,1/19/2022 20:25
229,36,/checkout,1/19/2022 20:25,1/19/2022 20:26
230,36,/billing,1/19/2022 20:26,1/19/2022 20:27
231,36,/thank-you-for-your-order,1/19/2022 20:27,1/19/2022 20:29
232,37,/home,1/20/2022 1:53,1/20/2022 1:55
233,37,/products,1/20/2022 1:55,1/20/2022 1:59
234,37,/cart,1/20/2022 1:59,1/20/2022 2:00
235,37,/checkout,1/20/2022 2:00,1/20/2022 2:01
236,37,/billing,1/20/2022 2:01,1/20/2022 2:04
237,37,/thank-you-for-your-order,1/20/2022 2:04,1/20/2022 2:08
238,38,/home,1/20/2022 11:13,1/20/2022 11:16
239,38,/products,1/20/2022 11:16,1/20/2022 11:17
240,38,/cart,1/20/2022 11:17,1/20/2022 11:21
241,38,/checkout,1/20/2022 11:21,1/20/2022 11:25
242,38,/billing,1/20/2022 11:25,1/20/2022 11:27
243,38,/thank-you-for-your-order,1/20/2022 11:27,1/20/2022 11:29
244,39,/home,1/21/2022 5:56,1/21/2022 5:57
245,39,/products,1/21/2022 5:57,1/21/2022 5:59
246,39,/cart,1/21/2022 5:59,1/21/2022 6:02
247,39,/checkout,1/21/2022 6:02,1/21/2022 6:06
248,39,/billing,1/21/2022 6:06,1/21/2022 6:09
249,39,/thank-you-for-your-order,1/21/2022 6:09,1/21/2022 6:11
250,40,/home,1/21/2022 22:06,1/21/2022 22:07
251,40,/products,1/21/2022 22:07,1/21/2022 22:11
252,40,/cart,1/21/2022 22:11,1/21/2022 22:14
253,40,/checkout,1/21/2022 22:14,1/21/2022 22:16
254,40,/billing,1/21/2022 22:16,1/21/2022 22:20
255,40,/thank-you-for-your-order,1/21/2022 22:20,1/21/2022 22:24
256,41,/home,1/21/2022 7:14,1/21/2022 7:16
257,41,/products,1/21/2022 7:16,1/21/2022 7:20
258,41,/products,1/21/2022 7:20,1/21/2022 7:23
259,41,/cart,1/21/2022 7:23,1/21/2022 7:26
260,41,/checkout,1/21/2022 7:26,1/21/2022 7:27
261,41,/billing,1/21/2022 7:27,1/21/2022 7:30
262,41,/thank-you-for-your-order,1/21/2022 7:30,1/21/2022 7:33
263,42,/home,1/21/2022 16:25,1/21/2022 16:29
264,42,/products,1/21/2022 16:29,1/21/2022 16:29
265,42,/cart,1/21/2022 16:29,1/21/2022 16:31
266,42,/checkout,1/21/2022 16:31,1/21/2022 16:33
267,42,/billing,1/21/2022 16:33,1/21/2022 16:35
268,42,/thank-you-for-your-order,1/21/2022 16:35,1/21/2022 16:38
269,43,/home,1/21/2022 3:38,1/21/2022 3:41
270,43,/products,1/21/2022 3:41,1/21/2022 3:45
271,43,/cart,1/21/2022 3:45,1/21/2022 3:49
272,43,/checkout,1/21/2022 3:49,1/21/2022 3:54
273,43,/billing,1/21/2022 3:54,1/21/2022 3:55
274,43,/thank-you-for-your-order,1/21/2022 3:55,1/21/2022 3:59
275,44,/home,1/22/2022 6:16,1/22/2022 6:20
276,44,/products,1/22/2022 6:20,1/22/2022 6:20
277,44,/products,1/22/2022 6:20,1/22/2022 6:25
278,44,/cart,1/22/2022 6:25,1/22/2022 6:27
279,44,/checkout,1/22/2022 6:27,1/22/2022 6:31
280,44,/billing,1/22/2022 6:31,1/22/2022 6:35
281,44,/thank-you-for-your-order,1/22/2022 6:35,1/22/2022 6:36
282,45,/home,1/22/2022 10:39,1/22/2022 10:40
283,45,/products,1/22/2022 10:40,1/22/2022 10:43
284,45,/products,1/22/2022 10:43,1/22/2022 10:48
285,45,/products,1/22/2022 10:48,1/22/2022 10:51
286,45,/cart,1/22/2022 10:51,1/22/2022 10:55
287,45,/checkout,1/22/2022 10:55,1/22/2022 10:59
288,45,/billing,1/22/2022 10:59,1/22/2022 11:03
289,45,/thank-you-for-your-order,1/22/2022 11:03,1/22/2022 11:06
290,46,/home,1/22/2022 4:12,1/22/2022 4:16
291,46,/products,1/22/2022 4:16,1/22/2022 4:18
292,46,/products,1/22/2022 4:18,1/22/2022 4:21
293,46,/cart,1/22/2022 4:21,1/22/2022 4:25
294,46,/checkout,1/22/2022 4:25,1/22/2022 4:25
295,46,/billing,1/22/2022 4:25,1/22/2022 4:28
296,46,/thank-you-for-your-order,1/22/2022 4:28,1/22/2022 4:31
297,47,/home,1/22/2022 13:50,1/22/2022 13:53
298,47,/products,1/22/2022 13:53,1/22/2022 13:58
299,47,/products,1/22/2022 13:58,1/22/2022 14:02
300,47,/products,1/22/2022 14:02,1/22/2022 14:06
301,47,/cart,1/22/2022 14:06,1/22/2022 14:09
302,47,/checkout,1/22/2022 14:09,1/22/2022 14:14
303,47,/billing,1/22/2022 14:14,1/22/2022 14:18
304,47,/thank-you-for-your-order,1/22/2022 14:18,1/22/2022 14:20
305,48,/home,1/22/2022 2:18,1/22/2022 2:21
306,48,/products,1/22/2022 2:21,1/22/2022 2:23
307,48,/cart,1/22/2022 2:23,1/22/2022 2:25
308,48,/checkout,1/22/2022 2:25,1/22/2022 2:28
309,48,/billing,1/22/2022 2:28,1/22/2022 2:31
310,48,/thank-you-for-your-order,1/22/2022 2:31,1/22/2022 2:33
311,49,/home,1/22/2022 0:02,1/22/2022 0:06
312,49,/products,1/22/2022 0:06,1/22/2022 0:07
313,49,/cart,1/22/2022 0:07,1/22/2022 0:12
314,49,/checkout,1/22/2022 0:12,1/22/2022 0:16
315,49,/billing,1/22/2022 0:16,1/22/2022 0:18
316,49,/thank-you-for-your-order,1/22/2022 0:18,1/22/2022 0:22
317,50,/home,1/23/2022 12:15,1/23/2022 12:15
318,50,/products,1/23/2022 12:15,1/23/2022 12:17
319,50,/products,1/23/2022 12:17,1/23/2022 12:21
320,50,/products,1/23/2022 12:21,1/23/2022 12:23
321,50,/cart,1/23/2022 12:23,1/23/2022 12:25
322,50,/checkout,1/23/2022 12:25,1/23/2022 12:30
323,50,/billing,1/23/2022 12:30,1/23/2022 12:34
324,50,/thank-you-for-your-order,1/23/2022 12:34,1/23/2022 12:35
325,51,/home,1/23/2022 7:58,1/23/2022 8:00
326,51,/products,1/23/2022 8:00,1/23/2022 8:04
327,51,/cart,1/23/2022 8:04,1/23/2022 8:06
328,51,/checkout,1/23/2022 8:06,1/23/2022 8:10
329,51,/billing,1/23/2022 8:10,1/23/2022 8:14
330,51,/thank-you-for-your-order,1/23/2022 8:14,1/23/2022 8:18
331,52,/home,1/23/2022 23:57,1/24/2022 0:01
332,52,/products,1/24/2022 0:01,1/24/2022 0:05
333,52,/cart,1/24/2022 0:05,1/24/2022 0:07
334,52,/checkout,1/24/2022 0:07,1/24/2022 0:12
335,52,/billing,1/24/2022 0:12,1/24/2022 0:16
336,52,/thank-you-for-your-order,1/24/2022 0:16,1/24/2022 0:19
337,53,/home,1/23/2022 20:17,1/23/2022 20:22
338,53,/products,1/23/2022 20:22,1/23/2022 20:27
339,53,/products,1/23/2022 20:27,1/23/2022 20:29
340,53,/cart,1/23/2022 20:29,1/23/2022 20:32
341,53,/checkout,1/23/2022 20:32,1/23/2022 20:37
342,53,/billing,1/23/2022 20:37,1/23/2022 20:38
343,53,/thank-you-for-your-order,1/23/2022 20:38,1/23/2022 20:41
344,54,/home,1/23/2022 8:21,1/23/2022 8:22
345,54,/products,1/23/2022 8:22,1/23/2022 8:24
346,54,/cart,1/23/2022 8:24,1/23/2022 8:25
347,54,/checkout,1/23/2022 8:25,1/23/2022 8:28
348,54,/billing,1/23/2022 8:28,1/23/2022 8:32
349,54,/thank-you-for-your-order,1/23/2022 8:32,1/23/2022 8:34
350,55,/home,1/23/2022 6:04,1/23/2022 6:08
351,55,/products,1/23/2022 6:08,1/23/2022 6:11
352,55,/cart,1/23/2022 6:11,1/23/2022 6:16
353,55,/checkout,1/23/2022 6:16,1/23/2022 6:20
354,55,/billing,1/23/2022 6:20,1/23/2022 6:21
355,55,/thank-you-for-your-order,1/23/2022 6:21,1/23/2022 6:23
356,56,/home,1/24/2022 12:57,1/24/2022 12:58
357,56,/products,1/24/2022 12:58,1/24/2022 13:02
358,56,/products,1/24/2022 13:02,1/24/2022 13:06
359,56,/cart,1/24/2022 13:06,1/24/2022 13:07
360,56,/checkout,1/24/2022 13:07,1/24/2022 13:10
361,56,/billing,1/24/2022 13:10,1/24/2022 13:13
362,56,/thank-you-for-your-order,1/24/2022 13:13,1/24/2022 13:17
363,57,/home,1/24/2022 17:47,1/24/2022 17:50
364,57,/products,1/24/2022 17:50,1/24/2022 17:54
365,57,/products,1/24/2022 17:54,1/24/2022 17:57
366,57,/cart,1/24/2022 17:57,1/24/2022 17:59
367,57,/checkout,1/24/2022 17:59,1/24/2022 18:04
368,57,/billing,1/24/2022 18:04,1/24/2022 18:08
369,57,/thank-you-for-your-order,1/24/2022 18:08,1/24/2022 18:09
370,58,/home,1/24/2022 10:42,1/24/2022 10:46
371,58,/products,1/24/2022 10:46,1/24/2022 10:48
372,58,/cart,1/24/2022 10:48,1/24/2022 10:53
373,58,/checkout,1/24/2022 10:53,1/24/2022 10:54
374,58,/billing,1/24/2022 10:54,1/24/2022 10:55
375,58,/thank-you-for-your-order,1/24/2022 10:55,1/24/2022 10:59
376,59,/home,1/25/2022 18:42,1/25/2022 18:43
377,59,/products,1/25/2022 18:43,1/25/2022 18:47
378,59,/products,1/25/2022 18:47,1/25/2022 18:49
379,59,/cart,1/25/2022 18:49,1/25/2022 18:53
380,59,/checkout,1/25/2022 18:53,1/25/2022 18:55
381,59,/billing,1/25/2022 18:55,1/25/2022 18:56
382,59,/thank-you-for-your-order,1/25/2022 18:56,1/25/2022 18:59
383,60,/home,1/25/2022 10:13,1/25/2022 10:16
384,60,/products,1/25/2022 10:16,1/25/2022 10:20
385,60,/products,1/25/2022 10:20,1/25/2022 10:23
386,60,/cart,1/25/2022 10:23,1/25/2022 10:26
387,60,/checkout,1/25/2022 10:26,1/25/2022 10:30
388,60,/billing,1/25/2022 10:30,1/25/2022 10:33
389,60,/thank-you-for-your-order,1/25/2022 10:33,1/25/2022 10:34
390,61,/home,1/25/2022 0:47,1/25/2022 0:48
391,61,/products,1/25/2022 0:48,1/25/2022 0:51
392,61,/products,1/25/2022 0:51,1/25/2022 0:54
393,61,/cart,1/25/2022 0:54,1/25/2022 0:55
394,61,/checkout,1/25/2022 0:55,1/25/2022 0:56
395,61,/billing,1/25/2022 0:56,1/25/2022 0:57
396,61,/thank-you-for-your-order,1/25/2022 0:57,1/25/2022 0:59
397,62,/home,1/25/2022 0:39,1/25/2022 0:41
398,62,/products,1/25/2022 0:41,1/25/2022 0:43
399,62,/cart,1/25/2022 0:43,1/25/2022 0:47
400,62,/checkout,1/25/2022 0:47,1/25/2022 0:49
401,62,/billing,1/25/2022 0:49,1/25/2022 0:51
402,62,/thank-you-for-your-order,1/25/2022 0:51,1/25/2022 0:56
403,63,/home,1/25/2022 8:49,1/25/2022 8:51
404,63,/products,1/25/2022 8:51,1/25/2022 8:52
405,63,/products,1/25/2022 8:52,1/25/2022 8:54
406,63,/cart,1/25/2022 8:54,1/25/2022 8:57
407,63,/checkout,1/25/2022 8:57,1/25/2022 8:59
408,63,/billing,1/25/2022 8:59,1/25/2022 8:59
409,63,/thank-you-for-your-order,1/25/2022 8:59,1/25/2022 9:03
410,64,/home,1/25/2022 21:58,1/25/2022 22:02
411,64,/products,1/25/2022 22:02,1/25/2022 22:04
412,64,/cart,1/25/2022 22:04,1/25/2022 22:05
413,64,/checkout,1/25/2022 22:05,1/25/2022 22:08
414,64,/billing,1/25/2022 22:08,1/25/2022 22:09
415,64,/thank-you-for-your-order,1/25/2022 22:09,1/25/2022 22:12
416,65,/home,1/26/2022 19:51,1/26/2022 19:51
417,65,/products,1/26/2022 19:51,1/26/2022 19:55
418,65,/cart,1/26/2022 19:55,1/26/2022 19:59
419,65,/checkout,1/26/2022 19:59,1/26/2022 20:03
420,65,/billing,1/26/2022 20:03,1/26/2022 20:04
421,65,/thank-you-for-your-order,1/26/2022 20:04,1/26/2022 20:09
422,66,/home,1/26/2022 10:00,1/26/2022 10:04
423,66,/products,1/26/2022 10:04,1/26/2022 10:09
424,66,/products,1/26/2022 10:09,1/26/2022 10:11
425,66,/cart,1/26/2022 10:11,1/26/2022 10:15
426,66,/checkout,1/26/2022 10:15,1/26/2022 10:18
427,66,/billing,1/26/2022 10:18,1/26/2022 10:23
428,66,/thank-you-for-your-order,1/26/2022 10:23,1/26/2022 10:25
429,67,/home,1/27/2022 5:46,1/27/2022 5:49
430,67,/products,1/27/2022 5:49,1/27/2022 5:53
431,67,/cart,1/27/2022 5:53,1/27/2022 5:58
432,67,/checkout,1/27/2022 5:58,1/27/2022 6:02
433,67,/billing,1/27/2022 6:02,1/27/2022 6:05
434,67,/thank-you-for-your-order,1/27/2022 6:05,1/27/2022 6:08
435,68,/home,1/27/2022 2:17,1/27/2022 2:22
436,68,/products,1/27/2022 2:22,1/27/2022 2:24
437,68,/cart,1/27/2022 2:24,1/27/2022 2:29
438,68,/checkout,1/27/2022 2:29,1/27/2022 2:33
439,68,/billing,1/27/2022 2:33,1/27/2022 2:36
440,68,/thank-you-for-your-order,1/27/2022 2:36,1/27/2022 2:37
441,69,/home,1/27/2022 10:11,1/27/2022 10:13
442,69,/products,1/27/2022 10:13,1/27/2022 10:17
443,69,/products,1/27/2022 10:17,1/27/2022 10:20
444,69,/products,1/27/2022 10:20,1/27/2022 10:23
445,69,/products,1/27/2022 10:23,1/27/2022 10:26
446,69,/cart,1/27/2022 10:26,1/27/2022 10:29
447,69,/checkout,1/27/2022 10:29,1/27/2022 10:29
448,69,/billing,1/27/2022 10:29,1/27/2022 10:34
449,69,/thank-you-for-your-order,1/27/2022 10:34,1/27/2022 10:36
450,70,/home,1/27/2022 7:46,1/27/2022 7:51
